id,source_page,loss,cer,ref_len,multiline,ref,pred
page_0335/line_005,page_0335,0.0001,0.0,21,False,"տուած, աստուած փրկու-","տուած, աստուած փրկու-"
page_0300/line_020,page_0300,0.0001,0.0,22,False,հեսցես հաստատուն սուրբ,հեսցես հաստատուն սուրբ
page_0543/line_039,page_0543,0.0001,0.0,34,False,"նաց։ Սաղմոս, գիրք եւ աւետարան, ըստ","նաց։ Սաղմոս, գիրք եւ աւետարան, ըստ"
page_0335/line_002,page_0335,0.0001,0.0,22,False,"պարհս քո, եւ ամպարիշտք","պարհս քո, եւ ամպարիշտք"
page_0559/line_054,page_0559,0.0001,0.0,24,False,դձ. Որ յամենայնի ցուցեր։,դձ. Որ յամենայնի ցուցեր։
page_0300/line_048,page_0300,0.0001,0.0,28,False,՚ի լցումն լինիլ ամենայն հար-,՚ի լցումն լինիլ ամենայն հար-
page_0300/line_060,page_0300,0.0001,0.0,22,False,թիւն աշխարհի ծընար ըզ-,թիւն աշխարհի ծընար ըզ-
page_0300/line_051,page_0300,0.0001,0.0,22,False,Բարեխօսութեամբ սրբուհ.,Բարեխօսութեամբ սրբուհ.
page_0451/line_052,page_0451,0.0001,0.0,24,False,"Ընկալ, տէր, զաղաչանս մեր","Ընկալ, տէր, զաղաչանս մեր"
page_0451/line_056,page_0451,0.0001,0.0,24,False,"չանօք ամենայն սրբոց քոց,","չանօք ամենայն սրբոց քոց,"
page_0251/line_072,page_0251,0.0001,0.0,8,False,իւր էած։,իւր էած։
page_0559/line_060,page_0559,0.0001,0.0,7,False,եւ մեր։,եւ մեր։
page_0543/line_005,page_0543,0.0001,0.0,36,False,եղբարք. վ. 24. ձերում ամէն։ Ալէ. Յա-,եղբարք. վ. 24. ձերում ամէն։ Ալէ. Յա-
page_0200/line_037,page_0200,0.0001,0.0,22,False,"քանչելեաց քոց, տէր, եւ","քանչելեաց քոց, տէր, եւ"
page_0499/line_069,page_0499,0.0001,0.0,32,False,ոմանք. վ. ԻԱ. 4. զոր ունէր էարկ։,ոմանք. վ. ԻԱ. 4. զոր ունէր էարկ։
page_0300/line_066,page_0300,0.0001,0.0,24,False,հայրական ծոցոյ. էառ մար-,հայրական ծոցոյ. էառ մար-
page_0451/line_017,page_0451,0.0001,0.0,23,False,"իմ, զի ողորմութեան քում","իմ, զի ողորմութեան քում"
page_0451/line_014,page_0451,0.0001,0.0,24,False,լեաց զթողութիւն որ առ իս,լեաց զթողութիւն որ առ իս
page_0499/line_088,page_0499,0.0001,0.0,34,False,տարան Ղուկ. ԻԱ. 5. Եւ յասել ոմանց.,տարան Ղուկ. ԻԱ. 5. Եւ յասել ոմանց.
page_0335/line_019,page_0335,0.0001,0.0,20,False,"Բարի արա, տէր, կամօք","Բարի արա, տէր, կամօք"
page_0251/line_057,page_0251,0.0001,0.0,11,False,մեղըս նոցա։,մեղըս նոցա։
page_0051/line_017,page_0051,0.0001,0.0,5,False,թեան։,թեան։
page_0051/line_036,page_0051,0.0001,0.0,7,False,րայ իմ։,րայ իմ։
page_0499/line_048,page_0499,0.0001,0.0,35,False,սպասեցին. վ. 26. նորա լռեցին։ Ճաշու,սպասեցին. վ. 26. նորա լռեցին։ Ճաշու
page_0559/line_012,page_0559,0.0001,0.0,21,False,տուածածնի ՚ի յԱննայէ։,տուածածնի ՚ի յԱննայէ։
page_0051/line_038,page_0051,0.0001,0.0,20,False,յերեսաց անզգամութեան,յերեսաց անզգամութեան
page_0051/line_004,page_0051,0.0001,0.0,24,False,"բարձրացեալ, որպէս զմայրս","բարձրացեալ, որպէս զմայրս"
page_0200/line_057,page_0200,0.0001,0.0,24,False,ով է իմ հանգիստ. միթէ ՚ի,ով է իմ հանգիստ. միթէ ՚ի
page_0543/line_062,page_0543,0.0001,0.0,6,False,ցրուէ։,ցրուէ։
page_0451/line_023,page_0451,0.0001,0.0,23,False,"սրբուհւոյ աստուածածնին,","սրբուհւոյ աստուածածնին,"
page_0051/line_011,page_0051,0.0001,0.0,25,False,Անօրէնք հալածեսցին ՚ի մի-,Անօրէնք հալածեսցին ՚ի մի-
page_0200/line_055,page_0200,0.0001,0.0,8,False,թիւն քո։,թիւն քո։
page_0051/line_063,page_0051,0.0001,0.0,22,False,զանօրէնութիւն եւ զնեն-,զանօրէնութիւն եւ զնեն-
page_0335/line_020,page_0335,0.0001,0.0,23,False,"քովք սիոնի, եւ շինեսցին","քովք սիոնի, եւ շինեսցին"
page_0451/line_065,page_0451,0.0001,0.0,22,False,տեանս յաւիտենից. ամէն։,տեանս յաւիտենից. ամէն։
page_0559/line_089,page_0559,0.0001,0.0,18,False,հարց բձ. Անոխակալ։,հարց բձ. Անոխակալ։
page_0300/line_068,page_0300,0.0001,0.0,24,False,մին ըստ մարդկային բընու-,մին ըստ մարդկային բընու-
page_0451/line_059,page_0451,0.0001,0.0,25,False,"մեզ, տէր, եւ ողորմեա. նե-","մեզ, տէր, եւ ողորմեա. նե-"
page_0200/line_004,page_0200,0.0001,0.0,22,False,Բարձրասցի քան զլիբանան,Բարձրասցի քան զլիբանան
page_0051/line_042,page_0051,0.0001,0.0,25,False,տում գնայի. զի անձն իմ լի,տում գնայի. զի անձն իմ լի
page_0451/line_012,page_0451,0.0001,0.0,24,False,նեաց եւ մեռելոց. շնորհեա,նեաց եւ մեռելոց. շնորհեա
page_0300/line_004,page_0300,0.0001,0.0,21,False,"քաղցրախառն օդ, եւ ըզ-","քաղցրախառն օդ, եւ ըզ-"
page_0051/line_010,page_0051,0.0001,0.0,21,False,մնացուածք առն խաղաղա-,մնացուածք առն խաղաղա-
page_0559/line_022,page_0559,0.0001,0.0,8,False,Աստուած։,Աստուած։
page_0451/line_028,page_0451,0.0001,0.0,24,False,"բոց առաքելոց, մարգարէից,","բոց առաքելոց, մարգարէից,"
page_0300/line_010,page_0300,0.0001,0.0,25,False,"հւոյ աստուածածնին, և յով.","հւոյ աստուածածնին, և յով."
page_0200/line_041,page_0200,0.0001,0.0,16,False,յորդիս աստուծոյ։,յորդիս աստուծոյ։
page_0451/line_049,page_0451,0.0001,0.0,24,False,"տէր աստուած մեր, կեցո եւ","տէր աստուած մեր, կեցո եւ"
page_0499/line_085,page_0499,0.0001,0.0,25,False,նի ետ. վ. 44. զկեանս իւր։,նի ետ. վ. 44. զկեանս իւր։
page_0051/line_056,page_0051,0.0001,0.0,24,False,Բարեկամք իմ եւ մերձաւորք,Բարեկամք իմ եւ մերձաւորք
page_0499/line_044,page_0499,0.0001,0.0,13,False,մացան ընդ նա։,մացան ընդ նա։
page_0543/line_011,page_0543,0.0001,0.0,34,False,կատարի միշտ ՚ի նոյեմբերի 21։ Յերե-,կատարի միշտ ՚ի նոյեմբերի 21։ Յերե-
page_0051/line_002,page_0051,0.0001,0.0,15,False,ղաւորաց տեսցես։,ղաւորաց տեսցես։
page_0300/line_056,page_0300,0.0001,0.0,32,False,"տեաց, եւ Փոխման Աստուածածնին, եւ","տեաց, եւ Փոխման Աստուածածնին, եւ"
page_0451/line_050,page_0451,0.0001,0.0,8,False,ողորմեա։,ողորմեա։
page_0499/line_047,page_0499,0.0001,0.0,32,False,տու աւետարան Ղուկ. Ի. 20. Եւ ապա,տու աւետարան Ղուկ. Ի. 20. Եւ ապա
page_0251/line_014,page_0251,0.0001,0.0,23,False,եւ միշտ. Ալէլուիա. ալէ.,եւ միշտ. Ալէլուիա. ալէ.
page_0543/line_016,page_0543,0.0001,0.0,33,False,"զանձրեւ։ Քարոզ, Մայր սուրբ։ Սուրբ","զանձրեւ։ Քարոզ, Մայր սուրբ։ Սուրբ"
page_0499/line_023,page_0499,0.0001,0.0,32,False,վաղիւ անդր. վ. 26. զյանցանս ձեր։,վաղիւ անդր. վ. 26. զյանցանս ձեր։
page_0051/line_006,page_0051,0.0001,0.0,26,False,"Անցի՝ եւ ահա ոչ էր, խնդրե-","Անցի՝ եւ ահա ոչ էր, խնդրե-"
page_0543/line_063,page_0543,0.0001,0.0,30,False,Երեքշաբաթ. հարց ապաշխարութեան։,Երեքշաբաթ. հարց ապաշխարութեան։
page_0300/line_063,page_0300,0.0001,0.0,22,False,Աղաչեա վասն մեր զառ ՚ի,Աղաչեա վասն մեր զառ ՚ի
page_0300/line_016,page_0300,0.0001,0.0,25,False,րոսացըն բարեխօս ունիմք առ,րոսացըն բարեխօս ունիմք առ
page_0300/line_018,page_0300,0.0001,0.0,26,False,զի շնորհեսցես աշխարհի զան-,զի շնորհեսցես աշխարհի զան-
page_0559/line_036,page_0559,0.0001,0.0,29,False,"րիանոսի Սեբաստացւոյն, եւայլն։","րիանոսի Սեբաստացւոյն, եւայլն։"
page_0451/line_043,page_0451,0.0001,0.0,22,False,Սուրբ զաստուածածինն եւ,Սուրբ զաստուածածինն եւ
page_0200/line_052,page_0200,0.0001,0.0,23,False,Մինչեւ յերբ դարձուցանես,Մինչեւ յերբ դարձուցանես
page_0051/line_050,page_0051,0.0001,0.0,22,False,թիւն իմ ՚ի քէն ոչ ծած-,թիւն իմ ՚ի քէն ոչ ծած-
page_0251/line_022,page_0251,0.0001,0.0,21,False,թեան։ Տէր բարձրեալ եւ,թեան։ Տէր բարձրեալ եւ
page_0335/line_008,page_0335,0.0001,0.0,24,False,"Տէր, եթէ զշրթունս իմ բա-","Տէր, եթէ զշրթունս իմ բա-"
page_0335/line_027,page_0335,0.0001,0.0,23,False,Փառք հօր. Այժմ եւ միշտ։,Փառք հօր. Այժմ եւ միշտ։
page_0251/line_028,page_0251,0.0001,0.0,23,False,զգերութիւն յակոբայ։ Թո-,զգերութիւն յակոբայ։ Թո-
page_0300/line_038,page_0300,0.0001,0.0,24,False,մասն եւ բաժին ընդ սուրբս,մասն եւ բաժին ընդ սուրբս
page_0451/line_044,page_0451,0.0001,0.0,23,False,զամենայն սուրբս բարեխօս,զամենայն սուրբս բարեխօս
page_0300/line_037,page_0300,0.0001,0.0,22,False,ղաց զթողութիւն. եւ հան,ղաց զթողութիւն. եւ հան
page_0200/line_006,page_0200,0.0001,0.0,21,False,՚ի քաղաքի տեառն որպէս,՚ի քաղաքի տեառն որպէս
page_0559/line_080,page_0559,0.0001,0.0,31,False,զծառայի։ Համբ. բձ. Այսօր զուար-,զծառայի։ Համբ. բձ. Այսօր զուար-
page_0300/line_058,page_0300,0.0001,0.0,25,False,մենայն յաւիտեանց յորովայ-,մենայն յաւիտեանց յորովայ-
page_0451/line_054,page_0451,0.0001,0.0,23,False,տուածածնին անարատ ծնողի,տուածածնին անարատ ծնողի
page_0499/line_042,page_0499,0.0001,0.0,29,False,ձակման աւետարան Մարկ. ԺԱ. 27.,ձակման աւետարան Մարկ. ԺԱ. 27.
page_0251/line_055,page_0251,0.0001,0.0,22,False,նիրաւութիւն ժողովրդեան,նիրաւութիւն ժողովրդեան
page_0499/line_017,page_0499,0.0001,0.0,31,False,Յերեկոյին առաջին Աւետարան Մատթ.,Յերեկոյին առաջին Աւետարան Մատթ.
page_0559/line_076,page_0559,0.0001,0.0,14,False,խեցին կանայքն։,խեցին կանայքն։
page_0200/line_020,page_0200,0.0001,0.0,26,False,Փառք հօր եւ. այժմ եւ միշտ.,Փառք հօր եւ. այժմ եւ միշտ.
page_0051/line_048,page_0051,0.0001,0.0,23,False,"Տէր, առաջի քո է ամենայն","Տէր, առաջի քո է ամենայն"
page_0451/line_022,page_0451,0.0001,0.0,22,False,"ծըս իմ, բարեխօսութեամբ","ծըս իմ, բարեխօսութեամբ"
page_0200/line_019,page_0200,0.0001,0.0,26,False,մենայն երկիր. եղիցի եղիցի։,մենայն երկիր. եղիցի եղիցի։
page_0251/line_004,page_0251,0.0001,0.0,24,False,"եղեւ երկիր, և բանիւ տեա-","եղեւ երկիր, և բանիւ տեա-"
page_0051/line_046,page_0051,0.0001,0.0,22,False,"մինչեւ յոյժ, մռնչէի առ","մինչեւ յոյժ, մռնչէի առ"
page_0451/line_066,page_0451,0.0001,0.0,22,False,Օրհնեալ տէր մեր յիսուս,Օրհնեալ տէր մեր յիսուս
page_0499/line_002,page_0499,0.0001,0.0,33,False,մեր յերկ։ Արձակման աւետարան Մարկ.,մեր յերկ։ Արձակման աւետարան Մարկ.
page_0251/line_051,page_0251,0.0001,0.0,24,False,Ալէլուիա. ալէլուիա. ալէ.,Ալէլուիա. ալէլուիա. ալէ.
page_0451/line_006,page_0451,0.0001,0.0,23,False,կոչումն արդարոց յերկնից,կոչումն արդարոց յերկնից
page_0559/line_084,page_0559,0.0001,0.0,27,False,յաւիտենից։ Համբ. ակ. Յարու-,յաւիտենից։ Համբ. ակ. Յարու-
page_0300/line_062,page_0300,0.0001,0.0,21,False,Մայր սուրբ բարեխօսեա։,Մայր սուրբ բարեխօսեա։
page_0335/line_010,page_0335,0.0,0.0,16,False,զօրհնութիւնս քո։,զօրհնութիւնս քո։
page_0251/line_007,page_0251,0.0,0.0,24,False,ամենայն զօրութիւնք նոցա։,ամենայն զօրութիւնք նոցա։
page_0451/line_004,page_0451,0.0,0.0,25,False,"զիս ՚ի յաւիտենական հրոյն,","զիս ՚ի յաւիտենական հրոյն,"
page_0200/line_002,page_0200,0.0,0.0,26,False,"ամենայն երկիր, եւ ՚ի վերայ","ամենայն երկիր, եւ ՚ի վերայ"
page_0451/line_063,page_0451,0.0,0.0,27,False,ընդ որդւոյ եւ ընդ սրբոյ հո-,ընդ որդւոյ եւ ընդ սրբոյ հո-
page_0300/line_021,page_0300,0.0,0.0,22,False,"զեկեղեցի, հաստատեալ ՚ի","զեկեղեցի, հաստատեալ ՚ի"
page_0251/line_031,page_0251,0.0,0.0,20,False,զամենայն մեղըս նոցա։,զամենայն մեղըս նոցա։
page_0451/line_035,page_0451,0.0,0.0,23,False,սուրբ երրորդութեանդ յա-,սուրբ երրորդութեանդ յա-
page_0251/line_037,page_0251,0.0,0.0,23,False,րուեցան ամենայն թշնամիք,րուեցան ամենայն թշնամիք
page_0499/line_079,page_0499,0.0,0.0,31,False,Յերեկոյին առաջին աւետարան Մատթ.,Յերեկոյին առաջին աւետարան Մատթ.
page_0499/line_037,page_0499,0.0,0.0,31,False,Յերեկոյին առաջին աւետարան Մատթ.,Յերեկոյին առաջին աւետարան Մատթ.
page_0300/line_030,page_0300,0.0,0.0,24,False,կեսցի սէր եւ արդարութիւն,կեսցի սէր եւ արդարութիւն
page_0200/line_016,page_0200,0.0,0.0,25,False,միայն. եւ օրհնեալ է անուն,միայն. եւ օրհնեալ է անուն
page_0251/line_026,page_0251,0.0,0.0,22,False,"երկիր քո, եւ դարձուցեր","երկիր քո, եւ դարձուցեր"
page_0051/line_021,page_0051,0.0,0.0,22,False,ցուսցէ զնոսա զի յուսա-,ցուսցէ զնոսա զի յուսա-
page_0300/line_026,page_0300,0.0,0.0,23,False,առ բարերար որդիդ աստու-,առ բարերար որդիդ աստու-
page_0051/line_049,page_0051,0.0,0.0,24,False,"ցանկութիւն իմ, եւ հեծու-","ցանկութիւն իմ, եւ հեծու-"
page_0051/line_057,page_0051,0.0,0.0,23,False,իմ առաջի իմ մերձեցան եւ,իմ առաջի իմ մերձեցան եւ
page_0051/line_033,page_0051,0.0,0.0,24,False,Անօրէնութիւնք իմ բարձրա-,Անօրէնութիւնք իմ բարձրա-
page_0051/line_051,page_0051,0.0,0.0,6,False,կեցաւ։,կեցաւ։
page_0300/line_025,page_0300,0.0,0.0,22,False,րոսացըն բարեխօս ունիմք,րոսացըն բարեխօս ունիմք
page_0200/line_048,page_0200,0.0,0.0,11,False,կործանեցեր։,կործանեցեր։
page_0451/line_032,page_0451,0.0,0.0,24,False,քոց երկնաւորաց եւ երկրա-,քոց երկնաւորաց եւ երկրա-
page_0251/line_053,page_0251,0.0,0.0,24,False,"քո, եւ դարձուցեր զգերու-","քո, եւ դարձուցեր զգերու-"
page_0251/line_034,page_0251,0.0,0.0,24,False,Ալէլուիա. ալէլուիա. ալէ.,Ալէլուիա. ալէլուիա. ալէ.
page_0251/line_012,page_0251,0.0,0.0,18,False,նորա յերեսաց նորա։,նորա յերեսաց նորա։
page_0251/line_063,page_0251,0.0,0.0,16,False,մինչեւ յաւիտեան։,մինչեւ յաւիտեան։
page_0559/line_010,page_0559,0.0,0.0,9,False,յաւիտեան։,յաւիտեան։
page_0251/line_005,page_0251,0.0,0.0,22,False,ռըն երկինք հաստատեցան։,ռըն երկինք հաստատեցան։
page_0451/line_027,page_0451,0.0,0.0,26,False,"մերոյ լուսաւորչին, եւ սըր-","մերոյ լուսաւորչին, եւ սըր-"
page_0251/line_040,page_0251,0.0,0.0,16,False,րա յերեսաց նորա։,րա յերեսաց նորա։
page_0200/line_033,page_0200,0.0,0.0,23,False,Յաւիտեան հաստատեցից ըզ-,Յաւիտեան հաստատեցից ըզ-
page_0451/line_045,page_0451,0.0,0.0,24,False,արասցուք առ հայր ՚ի յեր-,արասցուք առ հայր ՚ի յեր-
page_0051/line_059,page_0051,0.0,0.0,16,False,հեռի եղեն յինէն։,հեռի եղեն յինէն։
page_0200/line_012,page_0200,0.0,0.0,22,False,"ազգք երկրի, եւ ամենայն","ազգք երկրի, եւ ամենայն"
page_0300/line_035,page_0300,0.0,0.0,21,False,նայեաց յերկրպագութիւն,նայեաց յերկրպագութիւն
page_0559/line_056,page_0559,0.0,0.0,21,False,տուածածնի երից ամացն։,տուածածնի երից ամացն։
page_0200/line_043,page_0200,0.0,0.0,24,False,"սրոյ նորա, եւ ոչ ընկալար","սրոյ նորա, եւ ոչ ընկալար"
page_0200/line_010,page_0200,0.0,0.0,23,False,քան զարեւ է անուն նորա։,քան զարեւ է անուն նորա։
page_0300/line_017,page_0300,0.0,0.0,23,False,բարերար որդիդ աստուծոյ.,բարերար որդիդ աստուծոյ.
page_0251/line_045,page_0251,0.0,0.0,21,False,ցաւ տէր զօրութիւն ընդ,ցաւ տէր զօրութիւն ընդ
page_0300/line_045,page_0300,0.0,0.0,22,False,սրբոյ. պարգեւեա յերկրի,սրբոյ. պարգեւեա յերկրի
